WC ID;SKU WC;Nombre WC;Odoo ID;Referencia Odoo;Nombre Odoo;Variantes;Tipo Odoo
1191887;P-46901;FISPOLY40, P-46901;679;P-46901;FISPOLY40, P-46901;1;product
1191888;P-60107;FISPOLY40, P-60107;930;P-60107;FISPOLY40, P-60107;1;product
1191889;P-60114;FISPOLY40, P-60114;931;P-60114;FISPOLY40, P-60114;1;product
1191890;P-60123;FISPOLY40, P-60123;680;P-60123;FISPOLY40, P-60123;1;product
1191891;P-60124;FISPOLY40, P-60124;932;P-60124;FISPOLY40, P-60124;1;product
1191892;P-60133;FISPOLY40, P-60133;681;P-60133;FISPOLY40, P-60133;1;product
1191893;P-60115;FISPOLY40, P-60115;933;P-60115;FISPOLY40, P-60115;1;product
1191894;P-60129;FISPOLY40, P-60129;682;P-60129;FISPOLY40, P-60129;1;product
1191895;P-60136;FISPOLY40, P-60136;934;P-60136;FISPOLY40, P-60136;1;product
1191896;P-60110;FISPOLY40, P-60110;683;P-60110;FISPOLY40, P-60110;1;product
1191897;P-50147;FISPOLY40, P-50147;684;P-50147;FISPOLY40, P-50147;1;product
1191898;P-50125;FISPOLY40, P-50125;935;P-50125;FISPOLY40, P-50125;1;product
1191899;P-60131;FISPOLY40, P-60131;936;P-60131;FISPOLY40, P-60131;1;product
1191900;P-60108;FISPOLY40, P-60108;937;P-60108;FISPOLY40, P-60108;1;product
1191901;P-60119;FISPOLY40, P-60119;685;P-60119;FISPOLY40, P-60119;1;product
1191902;P-60103;FISPOLY40, P-60103;938;P-60103;FISPOLY40, P-60103;1;product
1191903;P-60132;FISPOLY40, P-60132;686;P-60132;FISPOLY40, P-60132;1;product
1191904;P-80128;FISPOLY40, P-80128;939;P-80128;FISPOLY40, P-80128;1;product
1191905;P-70110;FISPOLY40, P-70110;940;P-70110;FISPOLY40, P-70110;1;product
1191906;P-80110;FISPOLY40, P-80110;941;P-80110;FISPOLY40, P-80110;1;product
1191907;P-70141;FISPOLY40, P-70141;942;P-70141;FISPOLY40, P-70141;1;product
1191908;P-80122;FISPOLY40, P-80122;943;P-80122;FISPOLY40, P-80122;1;product
1191909;P-46862;FISPOLY40, P-46862;944;P-46862;FISPOLY40, P-46862;1;product
1191910;P-46892;FISPOLY40, P-46892;945;P-46892;FISPOLY40, P-46892;1;product
1191911;P-46881;FISPOLY40, P-46881;946;P-46881;FISPOLY40, P-46881;1;product
1191912;P-70112;FISPOLY40, P-70112;947;P-70112;FISPOLY40, P-70112;1;product
1191913;P-80144;FISPOLY40, P-80144;690;P-80144;FISPOLY40, P-80144;1;product
1191914;P-46893;FISPOLY40, P-46893;948;P-46893;FISPOLY40, P-46893;1;product
1191915;P-80102;FISPOLY40, P-80102;949;P-80102;FISPOLY40, P-80102;1;product
1191916;P-80104;FISPOLY40, P-80104;950;P-80104;FISPOLY40, P-80104;1;product
1191917;P-80142;FISPOLY40, P-80142;951;P-80142;FISPOLY40, P-80142;1;product
1191918;P-70119;FISPOLY40, P-70119;693;P-70119;FISPOLY40, P-70119;1;product
1191919;P-60102;FISPOLY40, P-60102;952;P-60102;FISPOLY40, P-60102;1;product
1191920;P-46868;FISPOLY40, P-46868;695;P-46868;FISPOLY40, P-46868;1;product
1191921;P-46889;FISPOLY40, P-46889;953;P-46889;FISPOLY40, P-46889;1;product
1191922;P-40108;FISPOLY40, P-40108;698;P-40108;FISPOLY40, P-40108;1;product
1191923;P-40101;FISPOLY40, P-40101;954;P-40101;FISPOLY40, P-40101;1;product
1191924;P-40105;FISPOLY40, P-40105;955;P-40105;FISPOLY40, P-40105;1;product
1191925;P-40100;FISPOLY40, P-40100;956;P-40100;FISPOLY40, P-40100;1;product
1191926;P-40128;FISPOLY40, P-40128;700;P-40128;FISPOLY40, P-40128;1;product
1191927;P-80109;FISPOLY40, P-80109;957;P-80109;FISPOLY40, P-80109;1;product
1191928;P-40127;FISPOLY40, P-40127;958;P-40127;FISPOLY40, P-40127;1;product
1191929;P-40113;FISPOLY40, P-40113;959;P-40113;FISPOLY40, P-40113;1;product
1191930;P-80145;FISPOLY40, P-80145;960;P-80145;FISPOLY40, P-80145;1;product
1191931;P-80119;FISPOLY40, P-80119;961;P-80119;FISPOLY40, P-80119;1;product
1191932;P-46888;FISPOLY40, P-46888;701;P-46888;FISPOLY40, P-46888;1;product
1191933;P-80129;FISPOLY40, P-80129;983;P-80129;FISPOLY40,P-80129;1;product
1191934;P-90103;FISPOLY40, P-90103;702;P-90103;FISPOLY40, P-90103;1;product
1191935;P-60137;FISPOLY40, P-60137;962;P-60137;FISPOLY40, P-60137;1;product
1191936;P-60112;FISPOLY40, P-60112;963;P-60112;FISPOLY40, P-60112;1;product
1191937;P-90100;FISPOLY40, P-90100;706;P-90100;FISPOLY40, P-90100;1;product
1191938;P-40132;FISPOLY40, P-40132;707;P-40132;FISPOLY40, P-40132;1;product
1191939;P-80130;FISPOLY40, P-80130;964;P-80130;FISPOLY40, P-80130;1;product
1191940;P-60139;FISPOLY40, P-60139;965;P-60139;FISPOLY40, P-60139;1;product
1191941;P-60127;FISPOLY40, P-60127;709;P-60127;FISPOLY40, P-60127;1;product
1191942;P-80131;FISPOLY40, P-80131;966;P-80131;FISPOLY40, P-80131;1;product
1191943;P-60135;FISPOLY40, P-60135;710;P-60135;FISPOLY40, P-60135;1;product
1191944;P-90105;FISPOLY40, P-90105;967;P-90105;FISPOLY40, P-90105;1;product
1191945;P-10250;FISPOLY40, P-10250;711;P-10250;FISPOLY40, P-10250;1;product
1191946;P-20149;FISPOLY40, P-20149;714;P-20149;FISPOLY40, P-20149;1;product
1191947;P-20147;FISPOLY40, P-20147;716;P-20147;FISPOLY40, P-20147;1;product
1191986;;DESCARGAS;3525;;DESCARGAS;1;product
1192058;ENTADHESIVA50;ENTRETELA ADHESIVA LTB;3138;ENTADHESIVA50;ENTRETELA ADHESIVA LTB;1;product
1192129;LED 98TD;FLEXO LED ARTICULADO;3272;LED 98TD;FLEXO LED ARTICULADO DERMAY;1;consu
1192132;LED 98 TSD;FLEXO LED ARTICULADO FLEXIBLE;3273;LED 98 TSD;FLEXO LED ARTICULADO FLEXIBLE DERMAY;1;consu
1192134;AOM-30;FLEXO PEQUEÑO LED FLEXIBLE;3274;AOM-30;FLEXO LED FLEXIBLE DERMAY;1;consu
1192137;H-30 UV+WHITE;FLEXO LED FLEXIBLE ULTRAVIOLETA;3275;H-30 UV+WHITE;FLEXO LED FLEXIBLE ULTRAVIOLETA DERMAY;1;consu
1192148;LTB-1528;COLOR 1528;3524;LTB-1528;COLOR 1528;1;product
1192152;LTB-1538;COLOR 1538;3523;LTB-1538;COLOR 1538;1;product
1192153;LTB-1611;COLOR 1611;3522;LTB-1611;COLOR 1611;1;product
1192154;LTB-1614;COLOR 1614;3521;LTB-1614;COLOR 1614;1;product
1192155;LTB-1615;COLOR 1615;3520;LTB-1615;COLOR 1615;1;product
1192156;LTB-1616;COLOR 1616;3519;LTB-1616;COLOR 1616;1;product
1192157;LTB-1619;COLOR 1619;3518;LTB-1619;COLOR 1619;1;product
1192158;LTB-1631;COLOR 1631;3517;LTB-1631;COLOR 1631;1;product
1192159;LTB-1637;COLOR 1637;3554;LTB-1637;COLOR 1637;1;product
1192160;LTB-1645;COLOR 1645;3555;LTB-1645;COLOR 1645;1;product
1192161;LTB-1657;COLOR 1657;3553;LTB-1657;COLOR 1657;1;product
1192162;LTB-1659;COLOR 1659;3552;LTB-1659;COLOR 1659;1;product
1192163;LTB-1670;COLOR 1670;3551;LTB-1670;COLOR 1670;1;product
1192164;LTB-1678;COLOR 1678;3550;LTB-1678;COLOR 1678;1;product
1192165;LTB-1703;COLOR 1703;3549;LTB-1703;COLOR 1703;1;product
1192166;LTB-1704;COLOR 1704;3548;LTB-1704;COLOR 1704;1;product
1192167;LTB-1706;COLOR 1706;3547;LTB-1706;COLOR 1706;1;product
1192168;LTB-1709;COLOR 1709;3546;LTB-1709;COLOR 1709;1;product
1192169;LTB-1725;COLOR 1725;3544;LTB-1725;COLOR 1725;1;product
1192170;LTB-1726;COLOR 1726;3545;LTB-1726;COLOR 1726;1;product
1192171;LTB-1729;COLOR 1729;3542;LTB-1729;COLOR 1729;1;product
1192172;LTB-1751;COLOR 1751;3543;LTB-1751;COLOR 1751;1;product
1192173;LTB-1753;COLOR 1753;3541;LTB-1753;COLOR 1753;1;product
1192174;LTB-1760;COLOR 1760;3540;LTB-1760;COLOR 1760;1;product
1192175;LTB-1763;COLOR 1763;3539;LTB-1763;COLOR 1763;1;product
1192176;LTB-1769;COLOR 1769;3538;LTB-1769;COLOR 1769;1;product
1192177;LTB-1771;COLOR 1771;3537;LTB-1771;COLOR 1771;1;product
1192178;LTB-1775;COLOR 1775;3536;LTB-1775;COLOR 1775;1;product
1192179;LTB-1776;COLOR 1776;3535;LTB-1776;COLOR 1776;1;product
1192180;LTB-1778;COLOR 1778;3534;LTB-1778;COLOR 1778;1;product
1192181;LTB-1784;COLOR 1784;3533;LTB-1784;COLOR 1784;1;product
1192182;LTB-1790;COLOR 1790;3532;LTB-1790;COLOR 1790;1;product
1192183;LTB-1797;COLOR 1797;3530;LTB-1797;COLOR 1797;1;product
1192184;LTB-1799;COLOR 1799;3531;LTB-1799;COLOR 1799;1;product
1192185;LTB-1811;COLOR 1811;3528;LTB-1811;COLOR 1811;1;product
1192186;LTB-1816;COLOR 1816;3529;LTB-1816;COLOR 1816;1;product
1192187;LTB-1828;COLOR 1828;3526;LTB-1828;COLOR 1828;1;product
1192188;LTB-1841;COLOR 1841;3527;LTB-1841;COLOR 1841;1;product
1192189;LTB-1842;COLOR 1842;3583;LTB-1842;COLOR 1842;1;product
1192190;LTB-1843;COLOR 1843;3582;LTB-1843;COLOR 1843;1;product
1192191;LTB-1848;COLOR 1848;3581;LTB-1848;COLOR 1848;1;product
1192192;LTB-1851;COLOR 1851;3580;LTB-1851;COLOR 1851;1;product
1192193;LTB-1855;COLOR 1855;3579;LTB-1855;COLOR 1855;1;product
1192194;LTB-1866;COLOR 1866;3578;LTB-1866;COLOR 1866;1;product
1192195;LTB-1874;COLOR 1874;3577;LTB-1874;COLOR 1874;1;product
1192196;LTB-1878;COLOR 1878;3576;LTB-1878;COLOR 1878;1;product
1192197;LTB-1880;COLOR 1880;3575;LTB-1880;COLOR 1880;1;product
1192198;LTB-1890;COLOR 1890;3574;LTB-1890;COLOR 1890;1;product
1192199;LTB-1893;COLOR 1893;3573;LTB-1893;COLOR 1893;1;product
1192200;LTB-1895;COLOR 1895;3572;LTB-1895;COLOR 1895;1;product
1192201;LTB-1918;COLOR 1918;3571;LTB-1918;COLOR 1918;1;product
1192202;LTB-1922;COLOR 1922;3570;LTB-1922;COLOR 1922;1;product
1192203;LTB-1924;COLOR 1924;3569;LTB-1924;COLOR 1924;1;product
1192204;LTB-1938;COLOR 1938;3568;LTB-1938;COLOR 1938;1;product
1192205;LTB-1940;COLOR 1940;3567;LTB-1940;COLOR 1940;1;product
1192206;LTB-1944;COLOR 1944;3566;LTB-1944;COLOR 1944;1;product
1192207;LTB-1950;COLOR 1950;3565;LTB-1950;COLOR 1950;1;product
1192208;LTB-1951;COLOR 1951;3564;LTB-1951;CONO HILO LTB, GROSOR 40, 5000 mts, COLOR 1951;1;product
1192209;LTB-1967;COLOR 1967;3562;LTB-1967;COLOR 1967;1;product
1192210;LTB-1973;COLOR 1973;3563;LTB-1973;COLOR 1973;1;product
1192211;LTB-1974;COLOR 1974;3560;LTB-1974;COLOR 1974;1;product
1192212;LTB-1977;COLOR 1977;3561;LTB-1977;COLOR 1977;1;product
1192213;LTB-1982;COLOR 1982;3559;LTB-1982;COLOR 1982;1;product
1192214;LTB-1984;COLOR 1984;3558;LTB-1984;COLOR 1984;1;product
1192215;LTB-1988;COLOR 1988;3557;LTB-1988;COLOR 1988;1;product
1192267;;ENTRETELA BASE 70 NEGRA 50CM;3556;;ENTRETELA BASE 70 NEGRA 50CM;1;product
