ID producto;Referencia interna;Nombre;Enlazado WC;Origen probable;Stock;Pedidos;Accion recomendada
3191;ST-M0803-HA360;"MIGHTYHOOP 7,75"" X 2,75"" ECO";NO;import reciente;0.0;0;ARCHIVAR (copia import)
2991;ST-M0809-HA360;"MIGHTYHOOP 8,5 X 9&quot; ECO";NO;medio;0.0;0;REVISAR
3231;ST-M0809-HA360;"MIGHTYHOOP 8,5 X 9"" ECO";NO;import reciente;0.0;0;ARCHIVAR (copia import)
1716;ST-M0813-HA500;"MIGHTYHOOP 8 X 13&quot; ECO";NO;legacy;0.0;0;REVISAR
3190;ST-M0813-HA500;"MIGHTYHOOP 8 X 13"" ECO";NO;import reciente;0.0;0;ARCHIVAR (copia import)
2990;ST-M0905-HA360;"MIGHTYHOOP 8,7 X 4,9&quot; ECO";NO;medio;0.0;0;REVISAR
3230;ST-M0905-HA360;"MIGHTYHOOP 8,7 X 4,9"" ECO";NO;import reciente;0.0;0;ARCHIVAR (copia import)
2950;ST-M1010;MARCO MIGHTYHOOP 10 ECO;NO;medio;0.0;0;REVISAR
3228;ST-M1010;"""MARCO"" MIGHTYHOOP 10"" ECO";NO;import reciente;0.0;0;ARCHIVAR (copia import)
969;ST-M1010-HA360;"MIGHTYHOOP 10 X 10&quot; ECO";NO;legacy;0.0;0;REVISAR
3158;ST-M1010-HA360;"MIGHTYHOOP 10 X 10"" ECO";NO;medio;0.0;2;REVISAR (tiene pedidos)
970;ST-M1113-HA500;"MIGHTYHOOP 11 X 13&quot; ECO";NO;legacy;0.0;0;REVISAR
3159;ST-M1113-HA500;"MIGHTYHOOP 11 X 13"" ECO";NO;medio;0.0;0;REVISAR
2948;ST-M1212-HA500;MIDGHTYHOOP 12 X 12 ECO;NO;medio;0.0;0;REVISAR
3226;ST-M1212-HA500;"MIDGHTYHOOP 12 X 12"" ECO";NO;import reciente;0.0;0;ARCHIVAR (copia import)
2719;ST-M1304-HA500;"MIGHTYHOOP 12,6&quot; X 3,9&quot; ECO";NO;medio;0.0;0;REVISAR
3220;ST-M1304-HA500;"MIGHTYHOOP 12,6"" X 3,9"" ECO";NO;import reciente;0.0;0;ARCHIVAR (copia import)
1721;ST-M1316-HA500;"MIGHTYHOOP 12,5&quot; X 15,5&quot; ECO";NO;legacy;0.0;0;REVISAR
3192;ST-M1316-HA500;"MIGHTYHOOP 12,5"" X 15,5"" ECO";NO;import reciente;0.0;0;ARCHIVAR (copia import)
2949;ST-M1716-HA500;"MIGHTYHOOP 17 X 16&quot;";NO;medio;0.0;0;REVISAR
3227;ST-M1716-HA500;"MIGHTYHOOP 17 X 16""";NO;import reciente;0.0;0;ARCHIVAR (copia import)
1724;ST-M6565-HA360;"MIGHTYHOOP 6,5&quot; X 6,5&quot; ECO";NO;legacy;0.0;0;REVISAR
3195;ST-M6565-HA360;"MIGHTYHOOP 6,5"" X 6,5"" ECO";NO;import reciente;0.0;0;ARCHIVAR (copia import)
2720;ST-M7272-HA500;"MIGHTYHOOP 7,25&quot; ECO";NO;medio;0.0;0;REVISAR
3221;ST-M7272-HA500;"MIGHTYHOOP 7,25"" ECO";NO;import reciente;0.0;0;ARCHIVAR (copia import)
2863;TA-9A0802400012;EXCENTRICO PARTIDO  PRENSATELAS (M) TAJIMA: (TFMX, TFMXII, TFGN,);NO;medio;0.0;0;REVISAR
3224;TA-9A0802400012;"EXCENTRICO PARTIDO  PRENSATELAS (M) TAJIMA:
(TFMX, TFMXII, TFGN,)";NO;import reciente;0.0;0;ARCHIVAR (copia import)
2862;TA-9A0802500000;EXCENTRICO PARTIDO  PRENSATELAS (F1) TAJIMA: (TFHX, TMFD, TFGN, TMLH-MIX, TMLHII-MIX Y TCMX-MIX);NO;medio;0.0;0;REVISAR
3223;TA-9A0802500000;"EXCENTRICO PARTIDO  PRENSATELAS (F1) TAJIMA:
(TFHX, TMFD, TFGN, TMLH-MIX, TMLHII-MIX Y TCMX-MIX)";NO;import reciente;0.0;0;ARCHIVAR (copia import)
1281;WPAA03000;"ARANDELA PRENSATELAS HAPPY HCD2/HCR2/HMF &amp; HMG NOISE REDUCTION";NO;legacy;0.0;0;REVISAR
3175;WPAA03000;ARANDELA PRENSATELAS HAPPY HCD2/HCR2/HMF & HMG NOISE REDUCTION;NO;medio;0.0;0;REVISAR
2432;hcd29582;"FRONT PANEL COVER 7&quot; HAPPY";NO;medio;0.0;0;REVISAR
3213;hcd29582;"FRONT PANEL COVER 7"" HAPPY";NO;import reciente;0.0;0;ARCHIVAR (copia import)
2433;hcd29590;"REAR COVER PANEL 7&quot; HAPPY";NO;medio;0.0;0;REVISAR
3214;hcd29590;"REAR COVER PANEL 7"" HAPPY";NO;import reciente;0.0;0;ARCHIVAR (copia import)
