ID producto;Referencia interna;Nombre;Num pedidos;Stock;Nota
3375;;CORREA PATIN X ZSK;1;0.0;CONSERVAR - tiene historial ventas
3381;;SOLENOIDE PICKER TAJIMA TMFX5;1;0.0;CONSERVAR - tiene historial ventas
3382;;PORTES DHL;1;0.0;CONSERVAR - tiene historial ventas
3386;;LTB1673;1;0.0;CONSERVAR - tiene historial ventas
3369;;PORTS CTT;1;0.0;CONSERVAR - tiene historial ventas
3379;GB134-35LR-130;AGUJAS 134-35LR-130;1;0.0;CONSERVAR - tiene historial ventas
3378;;ENCODER MAQUINA DE TOLDOS TENDAL;1;0.0;CONSERVAR - tiene historial ventas
3383;;LTB1988;1;0.0;CONSERVAR - tiene historial ventas
3384;;LTB1918;1;0.0;CONSERVAR - tiene historial ventas
3313;LTB1725;COLOR 1725;1;0.0;CONSERVAR - tiene historial ventas
3396;PEX(12+6)(1+1);PEX (12+6)(1+1);1;0.0;CONSERVAR - tiene historial ventas
3368;PEC-1201;SINSIM PEC-1201;1;0.0;CONSERVAR - tiene historial ventas
3395;;HILO LTB;1;0.0;CONSERVAR - tiene historial ventas
2942;HCT-1504;MAQUINA DE BORDAR MULTICABEZAL AVANZADA DE CUATRO CABEZALES. HCT-1504;1;0.0;CONSERVAR - tiene historial ventas
1259;BASE70BLA(50CM);ENTRETELA BASE 70 BLANCA, 250X50cm.;1;0.0;CONSERVAR - tiene historial ventas
3404;GB134-35R-120;AGUJAS 134-35R-120;1;0.0;CONSERVAR - tiene historial ventas
1336;GB134R-60;AGUJAS 134R-60;1;0.0;CONSERVAR - tiene historial ventas
3264;PEC-Y240-1201;SINSIM PEC-Y240-1201;1;0.0;CONSERVAR - tiene historial ventas
3398;;Accesorios;1;0.0;CONSERVAR - tiene historial ventas
3401;;KIT INICIO BORDADO;1;0.0;CONSERVAR - tiene historial ventas
3402;;MÁQUINA DURKOPP ADLER 888-160122M;1;0.0;CONSERVAR - tiene historial ventas
479;HISOL-25 (20CMX100M);PLÁSTICO HIDROSOLUBLE 25 µm;1;0.0;CONSERVAR - tiene historial ventas
3407;RICOMA CHT 1202;RICOMA CHT 1202;1;0.0;CONSERVAR - tiene historial ventas
3414;;CADENA CINTA ARRASTRE;1;0.0;CONSERVAR - tiene historial ventas
1160;MPZ00550;CANILLA METALICA BORDADO;1;0.0;CONSERVAR - tiene historial ventas
3425;S080 094094; BOBINA DEL ABREDISCOS DE LA DK 524 ;1;0.0;CONSERVAR - tiene historial ventas
3426;0688 160474;MANDO PUNTADA DK 867;1;0.0;CONSERVAR - tiene historial ventas
3429;0688 100060;TAPA COLUMNA DK 888;1;0.0;CONSERVAR - tiene historial ventas
3434;JACK JK -E4S-5-03/233;JACK JK -E4S-5-03/233;1;0.0;CONSERVAR - tiene historial ventas
