odoo_id;sku;nombre;odoo_list_price;wc_regular_price;neto_esperado;status;delta_actual_vs_esperado;wc_id
705;P-46890;FISPOLY40, P-46890;4.5;5.45;4.5;OK_NETO;0.0;8261
556;P-20102;FISPOLY40, P-20102;4.5;5.45;4.5;OK_NETO;0.0;1191594
704;P-60101;FISPOLY40, P-60101;4.5;5.45;4.5;OK_NETO;0.0;8259
749;P-36704;FISPOLY40, P-36704;4.5;5.45;4.5;OK_NETO;0.0;1191593
703;P-80143;FISPOLY40, P-80143;4.5;5.45;4.5;OK_NETO;0.0;8257
699;P-80108;FISPOLY40, P-80108;4.5;5.45;4.5;OK_NETO;0.0;8255
748;P-20107;FISPOLY40, P-20107;4.5;5.45;4.5;OK_NETO;0.0;1191592
697;P-80148;FISPOLY40, P-80148;4.5;5.45;4.5;OK_NETO;0.0;8253
747;P-20101;FISPOLY40, P-20101;4.5;5.45;4.5;OK_NETO;0.0;1191591
746;P-20111;FISPOLY40, P-20111;4.5;5.45;4.5;OK_NETO;0.0;1191590
745;P-30130;FISPOLY40, P-30130;4.5;5.45;4.5;OK_NETO;0.0;1191589
744;P-20124;FISPOLY40, P-20124;4.5;5.45;4.5;OK_NETO;0.0;1191588
743;P-10120;FISPOLY40, P-10120;4.5;5.45;4.5;OK_NETO;0.0;1191587
742;P-30146;FISPOLY40, P-30146;4.5;5.45;4.5;OK_NETO;0.0;1191586
741;P-26784;FISPOLY40, P-26784;4.5;5.45;4.5;OK_NETO;0.0;1191585
551;P-36702;FISPOLY40, P-36702;4.5;5.45;4.5;OK_NETO;0.0;1191584
740;P-26791;FISPOLY40, P-26791;4.5;5.45;4.5;OK_NETO;0.0;1191583
739;P-10104;FISPOLY40, P-10104;4.5;5.45;4.5;OK_NETO;0.0;1191582
552;P-20112;FISPOLY40, P-20112;4.5;5.45;4.5;OK_NETO;0.0;1191581
550;P-26798;FISPOLY40, P-26798;4.5;5.45;4.5;OK_NETO;0.0;1191580
738;P-20103;FISPOLY40, P-20103;4.5;5.45;4.5;OK_NETO;0.0;1191579
737;P-26799;FISPOLY40, P-26799;4.5;5.45;4.5;OK_NETO;0.0;1191578
785;P-30105;FISPOLY40, P-30105;4.5;5.45;4.5;OK_NETO;0.0;1191665
784;P-20105;FISPOLY40, P-20105;4.5;5.45;4.5;OK_NETO;0.0;1191664
783;P-56401;FISPOLY40, P-56401;4.5;5.45;4.5;OK_NETO;0.0;1191663
782;P-30121;FISPOLY40, P-30121;4.5;5.45;4.5;OK_NETO;0.0;1191662
781;P-30136;FISPOLY40, P-30136;4.5;5.45;4.5;OK_NETO;0.0;1191661
780;P-46489;FISPOLY40, P-46489;4.5;5.45;4.5;OK_NETO;0.0;1191660
779;P-30170;FISPOLY40, P-30170;4.5;5.45;4.5;OK_NETO;0.0;1191659
563;P-30131;FISPOLY40, P-30131;4.5;5.45;4.5;OK_NETO;0.0;1191658
778;P-30127;FISPOLY40, P-30127;4.5;5.45;4.5;OK_NETO;0.0;1191657
777;P-5643;FISPOLY40, P-5643;4.5;5.45;4.5;OK_NETO;0.0;1191656
776;P-66401;FISPOLY40, P-66401;4.5;5.45;4.5;OK_NETO;0.0;1191655
882;P-50118;FISPOLY40, P-50118;4.5;5.45;4.5;OK_NETO;0.0;1191815
775;P-56403;FISPOLY40, P-56403;4.5;5.45;4.5;OK_NETO;0.0;1191654
881;P-5609;FISPOLY40, P-5609;4.5;5.45;4.5;OK_NETO;0.0;1191814
774;P-30106;FISPOLY40, P-30106;4.5;5.45;4.5;OK_NETO;0.0;1191653
642;P-50107;FISPOLY40, P-50107;4.5;5.45;4.5;OK_NETO;0.0;1191813
562;P-30103;FISPOLY40, P-30103;4.5;5.45;4.5;OK_NETO;0.0;1191652
880;P-50129;FISPOLY40, P-50129;4.5;5.45;4.5;OK_NETO;0.0;1191812
773;P-30120;FISPOLY40, P-30120;4.5;5.45;4.5;OK_NETO;0.0;1191651
879;P-50133;FISPOLY40, P-50133;4.5;5.45;4.5;OK_NETO;0.0;1191811
772;P-30102;FISPOLY40, P-30102;4.5;5.45;4.5;OK_NETO;0.0;1191650
641;P-50132;FISPOLY40, P-50132;4.5;5.45;4.5;OK_NETO;0.0;1191810
771;P-30122;FISPOLY40, P-30122;4.5;5.45;4.5;OK_NETO;0.0;1191649
878;P-50165;FISPOLY40, P-50165;4.5;5.45;4.5;OK_NETO;0.0;1191809
561;P-30182;FISPOLY40, P-30182;4.5;5.45;4.5;OK_NETO;0.0;1191648
877;P-66002;FISPOLY40, P-66002;4.5;5.45;4.5;OK_NETO;0.0;1191808
770;P-66403;FISPOLY40, P-66403;4.5;5.45;4.5;OK_NETO;0.0;1191647
876;P-56416;FISPOLY40, P-56416;4.5;5.45;4.5;OK_NETO;0.0;1191807
981;P-46879;FISPOLY40,P-46879;4.5;5.45;4.5;OK_NETO;0.0;1191644
875;P-50154;FISPOLY40, P-50154;4.5;5.45;4.5;OK_NETO;0.0;1191806
769;P-46488;FISPOLY40, P-46488;4.5;5.45;4.5;OK_NETO;0.0;1191642
638;P-30135;FISPOLY40, P-30135;4.5;5.45;4.5;OK_NETO;0.0;1191805
768;P-30149;FISPOLY40, P-30149;4.5;5.45;4.5;OK_NETO;0.0;1191641
874;P-20108;FISPOLY40, P-20108;4.5;5.45;4.5;OK_NETO;0.0;1191804
560;P-30115;FISPOLY40, P-30115;4.5;5.45;4.5;OK_NETO;0.0;1191640
873;P-50121;FISPOLY40, P-50121;4.5;5.45;4.5;OK_NETO;0.0;1191803
767;P-30144;FISPOLY40, P-30144;4.5;5.45;4.5;OK_NETO;0.0;1191631
872;P-50150;FISPOLY40, P-50150;4.5;5.45;4.5;OK_NETO;0.0;1191802
766;P-30134;FISPOLY40, P-30134;4.5;5.45;4.5;OK_NETO;0.0;1191629
871;P-50117;FISPOLY40, P-50117;4.5;5.45;4.5;OK_NETO;0.0;1191801
765;P-40110;FISPOLY40, P-40110;4.5;5.45;4.5;OK_NETO;0.0;1191627
870;P-50119;FISPOLY40, P-50119;4.5;5.45;4.5;OK_NETO;0.0;1191800
558;P-30128;FISPOLY40, P-30128;4.5;5.45;4.5;OK_NETO;0.0;1191626
634;P-50143;FISPOLY40, P-50143;4.5;5.45;4.5;OK_NETO;0.0;1191799
764;P-66408;FISPOLY40, P-66408;4.5;5.45;4.5;OK_NETO;0.0;1191625
869;P-50156;FISPOLY40, P-50156;4.5;5.45;4.5;OK_NETO;0.0;1191798
763;P-56406;FISPOLY40, P-56406;4.5;5.45;4.5;OK_NETO;0.0;1191623
868;P-50159;FISPOLY40, P-50159;4.5;5.45;4.5;OK_NETO;0.0;1191797
557;P-30145;FISPOLY40, P-30145;4.5;5.45;4.5;OK_NETO;0.0;1191620
867;P-50148;FISPOLY40, P-50148;4.5;5.45;4.5;OK_NETO;0.0;1191796
576;P-46864;FISPOLY40, P-46864;4.5;5.45;4.5;OK_NETO;0.0;1191695
633;P-56060;FISPOLY40, P-56060;4.5;5.45;4.5;OK_NETO;0.0;1191795
2548;P-46870;FISPOLY40, P-46870;4.5;5.45;4.5;OK_NETO;0.0;1191694
866;P-60128;FISPOLY40, P-60128;4.5;5.45;4.5;OK_NETO;0.0;1191794
809;P-46895;FISPOLY40, P-46895;4.5;5.45;4.5;OK_NETO;0.0;1191693
632;P-50113;FISPOLY40, P-50113;4.5;5.45;4.5;OK_NETO;0.0;1191793
808;P-40111;FISPOLY40, P-40111;4.5;5.45;4.5;OK_NETO;0.0;1191692
865;P-60126;FISPOLY40, P-60126;4.5;5.45;4.5;OK_NETO;0.0;1191792
575;P-40115;FISPOLY40, P-40115;4.5;5.45;4.5;OK_NETO;0.0;1191691
630;P-50146;FISPOLY40, P-50146;4.5;5.45;4.5;OK_NETO;0.0;1191791
807;P-66402;FISPOLY40, P-66402;4.5;5.45;4.5;OK_NETO;0.0;1191690
864;P-10110;FISPOLY40, P-10110;4.5;5.45;4.5;OK_NETO;0.0;1191790
806;P-46871;FISPOLY40, P-46871;4.5;5.45;4.5;OK_NETO;0.0;1191689
863;P-50163;FISPOLY40, P-50163;4.5;5.45;4.5;OK_NETO;0.0;1191789
804;P-30139;FISPOLY40, P-30139;4.5;5.45;4.5;OK_NETO;0.0;1191688
629;P-50109;FISPOLY40, P-50109;4.5;5.45;4.5;OK_NETO;0.0;1191788
803;P-30165;FISPOLY40, P-30165;4.5;5.45;4.5;OK_NETO;0.0;1191687
802;P-50145;FISPOLY40, P-50145;4.5;5.45;4.5;OK_NETO;0.0;1191686
862;P-50162;FISPOLY40, P-50162;4.5;5.45;4.5;OK_NETO;0.0;1191787
801;P-56412;FISPOLY40, P-56412;4.5;5.45;4.5;OK_NETO;0.0;1191685
627;P-60111;FISPOLY40, P-60111;4.5;5.45;4.5;OK_NETO;0.0;1191786
574;P-56410;FISPOLY40, P-56410;4.5;5.45;4.5;OK_NETO;0.0;1191684
902;P-70131;FISPOLY40, P-70131;4.5;5.45;4.5;OK_NETO;0.0;1191845
800;P-30141;FISPOLY40, P-30141;4.5;5.45;4.5;OK_NETO;0.0;1191683
659;P-80126;FISPOLY40, P-80126;4.5;5.45;4.5;OK_NETO;0.0;1191844
799;P-66410;FISPOLY40, P-66410;4.5;5.45;4.5;OK_NETO;0.0;1191682
901;P-36647;FISPOLY40, P-36647;4.5;5.45;4.5;OK_NETO;0.0;1191843
572;P-56400;FISPOLY40, P-56400;4.5;5.45;4.5;OK_NETO;0.0;1191681
900;P-46602;FISPOLY40, P-46602;4.5;5.45;4.5;OK_NETO;0.0;1191842
656;P-36649;FISPOLY40, P-36649;4.5;5.45;4.5;OK_NETO;0.0;1191841
570;P-20106;FISPOLY40, P-20106;4.5;5.45;4.5;OK_NETO;0.0;1191680
798;P-56411;FISPOLY40, P-56411;4.5;5.45;4.5;OK_NETO;0.0;1191679
899;P-70106;FISPOLY40, P-70106;4.5;5.45;4.5;OK_NETO;0.0;1191840
797;P-30113;FISPOLY40, P-30113;4.5;5.45;4.5;OK_NETO;0.0;1191678
898;P-70125;FISPOLY40, P-70125;4.5;5.45;4.5;OK_NETO;0.0;1191839
796;P-30101;FISPOLY40, P-30101;4.5;5.45;4.5;OK_NETO;0.0;1191677
897;P-36635;FISPOLY40, P-36635;4.5;5.45;4.5;OK_NETO;0.0;1191838
795;P-30123;FISPOLY40, P-30123;4.5;5.45;4.5;OK_NETO;0.0;1191676
896;P-80123;FISPOLY40, P-80123;4.5;5.45;4.5;OK_NETO;0.0;1191837
794;P-30129;FISPOLY40, P-30129;4.5;5.45;4.5;OK_NETO;0.0;1191675
895;P-70108;FISPOLY40, P-70108;4.5;5.45;4.5;OK_NETO;0.0;1191836
894;P-70143;FISPOLY40, P-70143;4.5;5.45;4.5;OK_NETO;0.0;1191835
793;P-30110;FISPOLY40, P-30110;4.5;5.45;4.5;OK_NETO;0.0;1191674
653;P-36631;FISPOLY40, P-36631;4.5;5.45;4.5;OK_NETO;0.0;1191834
792;P-56414;FISPOLY40, P-56414;4.5;5.45;4.5;OK_NETO;0.0;1191673
893;P-36648;FISPOLY40, P-36648;4.5;5.45;4.5;OK_NETO;0.0;1191833
568;P-30142;FISPOLY40, P-30142;4.5;5.45;4.5;OK_NETO;0.0;1191672
892;P-36637;FISPOLY40, P-36637;4.5;5.45;4.5;OK_NETO;0.0;1191832
791;P-30175;FISPOLY40, P-30175;4.5;5.45;4.5;OK_NETO;0.0;1191671
650;P-70115;FISPOLY40, P-70115;4.5;5.45;4.5;OK_NETO;0.0;1191831
790;P-66404;FISPOLY40, P-66404;4.5;5.45;4.5;OK_NETO;0.0;1191670
891;P-36642;FISPOLY40, P-36642;4.5;5.45;4.5;OK_NETO;0.0;1191830
789;P-30108;FISPOLY40, P-30108;4.5;5.45;4.5;OK_NETO;0.0;1191669
649;P-36633;FISPOLY40, P-36633;4.5;5.45;4.5;OK_NETO;0.0;1191829
788;P-30104;FISPOLY40, P-30104;4.5;5.45;4.5;OK_NETO;0.0;1191668
890;P-70150;FISPOLY40, P-70150;4.5;5.45;4.5;OK_NETO;0.0;1191828
787;P-30109;FISPOLY40, P-30109;4.5;5.45;4.5;OK_NETO;0.0;1191667
889;P-70133;FISPOLY40, P-70133;4.5;5.45;4.5;OK_NETO;0.0;1191827
786;P-20109;FISPOLY40, P-20109;4.5;5.45;4.5;OK_NETO;0.0;1191666
648;P-80127;FISPOLY40, P-80127;4.5;5.45;4.5;OK_NETO;0.0;1191826
590;P-46886;FISPOLY40, P-46886;4.5;5.45;4.5;OK_NETO;0.0;1191725
647;P-70144;FISPOLY40, P-70144;4.5;5.45;4.5;OK_NETO;0.0;1191825
827;P-40133;FISPOLY40, P-40133;4.5;5.45;4.5;OK_NETO;0.0;1191724
589;P-40106;FISPOLY40, P-40106;4.5;5.45;4.5;OK_NETO;0.0;1191723
888;P-70123;FISPOLY40, P-70123;4.5;5.45;4.5;OK_NETO;0.0;1191824
588;P-60106;FISPOLY40, P-60106;4.5;5.45;4.5;OK_NETO;0.0;1191722
646;P-10155;FISPOLY40, P-10155;4.5;5.45;4.5;OK_NETO;0.0;1191823
826;P-80117;FISPOLY40, P-80117;4.5;5.45;4.5;OK_NETO;0.0;1191721
887;P-70117;FISPOLY40, P-70117;4.5;5.45;4.5;OK_NETO;0.0;1191822
587;P-60117;FISPOLY40, P-60117;4.5;5.45;4.5;OK_NETO;0.0;1191720
886;P-70124;FISPOLY40, P-70124;4.5;5.45;4.5;OK_NETO;0.0;1191821
825;P-40117;FISPOLY40, P-40117;4.5;5.45;4.5;OK_NETO;0.0;1191719
645;P-36638;FISPOLY40, P-36638;4.5;5.45;4.5;OK_NETO;0.0;1191820
824;P-10118;FISPOLY40, P-10118;4.5;5.45;4.5;OK_NETO;0.0;1191718
644;P-50280;FISPOLY40, P-50280;4.5;5.45;4.5;OK_NETO;0.0;1191819
586;P-40131;FISPOLY40, P-40131;4.5;5.45;4.5;OK_NETO;0.0;1191717
885;P-50128;FISPOLY40, P-50128;4.5;5.45;4.5;OK_NETO;0.0;1191818
823;P-10141;FISPOLY40, P-10141;4.5;5.45;4.5;OK_NETO;0.0;1191716
884;P-56039;FISPOLY40, P-56039;4.5;5.45;4.5;OK_NETO;0.0;1191817
585;P-46872;FISPOLY40, P-46872;4.5;5.45;4.5;OK_NETO;0.0;1191715
822;P-40130;FISPOLY40, P-40130;4.5;5.45;4.5;OK_NETO;0.0;1191714
883;P-50135;FISPOLY40, P-50135;4.5;5.45;4.5;OK_NETO;0.0;1191816
821;P-30173;FISPOLY40, P-30173;4.5;5.45;4.5;OK_NETO;0.0;1191713
673;P-10115;FISPOLY40, P-10115;4.5;5.45;4.5;OK_NETO;0.0;1191875
923;P-10112;FISPOLY40, P-10112;4.5;5.45;4.5;OK_NETO;0.0;1191874
583;P-30174;FISPOLY40, P-30174;4.5;5.45;4.5;OK_NETO;0.0;1191712
922;P-46603;FISPOLY40, P-46603;4.5;5.45;4.5;OK_NETO;0.0;1191873
820;P-30171;FISPOLY40, P-30171;4.5;5.45;4.5;OK_NETO;0.0;1191711
921;P-36646;FISPOLY40, P-36646;4.5;5.45;4.5;OK_NETO;0.0;1191872
582;P-30118;FISPOLY40, P-30118;4.5;5.45;4.5;OK_NETO;0.0;1191710
920;P-70118;FISPOLY40, P-70118;4.5;5.45;4.5;OK_NETO;0.0;1191871
819;P-46873;FISPOLY40, P-46873;4.5;5.45;4.5;OK_NETO;0.0;1191709
919;P-70114;FISPOLY40, P-70114;4.5;5.45;4.5;OK_NETO;0.0;1191870
818;P-30177;FISPOLY40, P-30177;4.5;5.45;4.5;OK_NETO;0.0;1191708
671;P-70152;FISPOLY40, P-70152;4.5;5.45;4.5;OK_NETO;0.0;1191869
817;P-30138;FISPOLY40, P-30138;4.5;5.45;4.5;OK_NETO;0.0;1191707
918;P-36639;FISPOLY40, P-36639;0.0;5.45;4.5;ODOO_CERO;-4.5;1191868
581;P-40126;FISPOLY40, P-40126;4.5;5.45;4.5;OK_NETO;0.0;1191706
917;P-70138;FISPOLY40, P-70138;4.5;5.45;4.5;OK_NETO;0.0;1191867
816;P-46497;FISPOLY40, P-46497;4.5;5.45;4.5;OK_NETO;0.0;1191705
669;P-70116;FISPOLY40, P-70116;4.5;5.45;4.5;OK_NETO;0.0;1191866
580;P-30137;FISPOLY40, P-30137;4.5;5.45;4.5;OK_NETO;0.0;1191704
667;P-70135;FISPOLY40, P-70135;4.5;5.45;4.5;OK_NETO;0.0;1191865
815;P-40149;FISPOLY40, P-40149;4.5;5.45;4.5;OK_NETO;0.0;1191703
916;P-70122;FISPOLY40, P-70122;4.5;5.45;4.5;OK_NETO;0.0;1191864
814;P-30119;FISPOLY40, P-30119;4.5;5.45;4.5;OK_NETO;0.0;1191702
666;P-70161;FISPOLY40, P-70161;4.5;5.45;4.5;OK_NETO;0.0;1191863
813;P-30133;FISPOLY40, P-30133;4.5;5.45;4.5;OK_NETO;0.0;1191701
915;P-70103;FISPOLY40, P-70103;4.5;5.45;4.5;OK_NETO;0.0;1191862
579;P-40118;FISPOLY40, P-40118;4.5;5.45;4.5;OK_NETO;0.0;1191700
914;P-80124;FISPOLY40, P-80124;4.5;5.45;4.5;OK_NETO;0.0;1191861
812;P-46880;FISPOLY40, P-46880;4.5;5.45;4.5;OK_NETO;0.0;1191699
913;P-70129;FISPOLY40, P-70129;4.5;5.45;4.5;OK_NETO;0.0;1191860
811;P-40125;FISPOLY40, P-40125;4.5;5.45;4.5;OK_NETO;0.0;1191698
664;P-70137;FISPOLY40, P-70137;4.5;5.45;4.5;OK_NETO;0.0;1191859
577;P-46882;FISPOLY40, P-46882;4.5;5.45;4.5;OK_NETO;0.0;1191697
912;P-70149;FISPOLY40, P-70149;4.5;5.45;4.5;OK_NETO;0.0;1191858
810;P-40102;FISPOLY40, P-40102;4.5;5.45;4.5;OK_NETO;0.0;1191696
911;P-70121;FISPOLY40, P-70121;4.5;5.45;4.5;OK_NETO;0.0;1191857
846;P-50137;FISPOLY40, P-50137;4.5;5.45;4.5;OK_NETO;0.0;1191755
910;P-70145;FISPOLY40, P-70145;4.5;5.45;4.5;OK_NETO;0.0;1191856
845;P-50140;FISPOLY40, P-50140;4.5;5.45;4.5;OK_NETO;0.0;1191754
909;P-70130;FISPOLY40, P-70130;4.5;5.45;4.5;OK_NETO;0.0;1191855
844;P-56055;FISPOLY40, P-56055;4.5;5.45;4.5;OK_NETO;0.0;1191753
662;P-70151;FISPOLY40, P-70151;4.5;5.45;4.5;OK_NETO;0.0;1191854
843;P-50114;FISPOLY40, P-50114;4.5;5.45;4.5;OK_NETO;0.0;1191752
908;P-46601;FISPOLY40, P-46601;4.5;5.45;4.5;OK_NETO;0.0;1191853
607;P-10119;FISPOLY40, P-10119;4.5;5.45;4.5;OK_NETO;0.0;1191751
3516;P-70109;FISPOLY40, P-70109;5.45;5.45;4.5;MAL_COPIADO_BRUTO;0.95;1191852
842;P-50110;FISPOLY40, P-50110;4.5;5.45;4.5;OK_NETO;0.0;1191750
661;P-70139;FISPOLY40, P-70139;4.5;5.45;4.5;OK_NETO;0.0;1191851
604;P-56048;FISPOLY40, P-56048;4.5;5.45;4.5;OK_NETO;0.0;1191749
906;P-3666;FISPOLY40, P-3666;4.5;5.45;4.5;OK_NETO;0.0;1191850
841;P-10107;FISPOLY40, P-10107;4.5;5.45;4.5;OK_NETO;0.0;1191748
905;P-80125;FISPOLY40, P-80125;4.5;5.45;4.5;OK_NETO;0.0;1191849
602;P-5607;FISPOLY40, P-5607;4.5;5.45;4.5;OK_NETO;0.0;1191747
660;P-70128;FISPOLY40, P-70128;4.5;5.45;4.5;OK_NETO;0.0;1191848
601;P-50164;FISPOLY40, P-50164;4.5;5.45;4.5;OK_NETO;0.0;1191746
904;P-70111;FISPOLY40, P-70111;4.5;5.45;4.5;OK_NETO;0.0;1191847
505;P-80115;FISPOLY40, P-80115;4.5;5.45;4.5;OK_NETO;0.0;1191745
903;P-70127;FISPOLY40, P-70127;4.5;5.45;4.5;OK_NETO;0.0;1191846
600;P-80137;FISPOLY40, P-80137;4.5;5.45;4.5;OK_NETO;0.0;1191744
940;P-70110;FISPOLY40, P-70110;4.5;5.45;4.5;OK_NETO;0.0;1191905
598;P-80112;FISPOLY40, P-80112;4.5;5.45;4.5;OK_NETO;0.0;1191743
939;P-80128;FISPOLY40, P-80128;4.5;5.45;4.5;OK_NETO;0.0;1191904
839;P-80111;FISPOLY40, P-80111;4.5;5.45;4.5;OK_NETO;0.0;1191742
686;P-60132;FISPOLY40, P-60132;4.5;5.45;4.5;OK_NETO;0.0;1191903
838;P-80140;FISPOLY40, P-80140;4.5;5.45;4.5;OK_NETO;0.0;1191741
938;P-60103;FISPOLY40, P-60103;4.5;5.45;4.5;OK_NETO;0.0;1191902
837;P-40103;FISPOLY40, P-40103;4.5;5.45;4.5;OK_NETO;0.0;1191740
685;P-60119;FISPOLY40, P-60119;4.5;5.45;4.5;OK_NETO;0.0;1191901
836;P-46883;FISPOLY40, P-46883;4.5;5.45;4.5;OK_NETO;0.0;1191739
937;P-60108;FISPOLY40, P-60108;4.5;5.45;4.5;OK_NETO;0.0;1191900
835;P-80135;FISPOLY40, P-80135;4.5;5.45;4.5;OK_NETO;0.0;1191738
936;P-60131;FISPOLY40, P-60131;4.5;5.45;4.5;OK_NETO;0.0;1191899
834;P-80100;FISPOLY40, P-80100;4.5;5.45;4.5;OK_NETO;0.0;1191737
935;P-50125;FISPOLY40, P-50125;4.5;5.45;4.5;OK_NETO;0.0;1191898
596;P-80106;FISPOLY40, P-80106;4.5;5.45;4.5;OK_NETO;0.0;1191736
684;P-50147;FISPOLY40, P-50147;4.5;5.45;4.5;OK_NETO;0.0;1191897
833;P-40114;FISPOLY40, P-40114;4.5;5.45;4.5;OK_NETO;0.0;1191735
683;P-60110;FISPOLY40, P-60110;4.5;5.45;4.5;OK_NETO;0.0;1191896
594;P-40138;FISPOLY40, P-40138;4.5;5.45;4.5;OK_NETO;0.0;1191734
934;P-60136;FISPOLY40, P-60136;4.5;5.45;4.5;OK_NETO;0.0;1191895
832;P-80136;FISPOLY40, P-80136;4.5;5.45;4.5;OK_NETO;0.0;1191733
682;P-60129;FISPOLY40, P-60129;4.5;5.45;4.5;OK_NETO;0.0;1191894
831;P-80107;FISPOLY40, P-80107;4.5;5.45;4.5;OK_NETO;0.0;1191732
933;P-60115;FISPOLY40, P-60115;4.5;5.45;4.5;OK_NETO;0.0;1191893
593;P-80138;FISPOLY40, P-80138;4.5;5.45;4.5;OK_NETO;0.0;1191731
681;P-60133;FISPOLY40, P-60133;4.5;5.45;4.5;OK_NETO;0.0;1191892
592;P-80105;FISPOLY40, P-80105;4.5;5.45;4.5;OK_NETO;0.0;1191730
932;P-60124;FISPOLY40, P-60124;4.5;5.45;4.5;OK_NETO;0.0;1191891
830;P-40137;FISPOLY40, P-40137;4.5;5.45;4.5;OK_NETO;0.0;1191729
680;P-60123;FISPOLY40, P-60123;4.5;5.45;4.5;OK_NETO;0.0;1191890
591;P-80139;FISPOLY40, P-80139;4.5;5.45;4.5;OK_NETO;0.0;1191728
931;P-60114;FISPOLY40, P-60114;4.5;5.45;4.5;OK_NETO;0.0;1191889
829;P-80114;FISPOLY40, P-80114;4.5;5.45;4.5;OK_NETO;0.0;1191727
930;P-60107;FISPOLY40, P-60107;4.5;5.45;4.5;OK_NETO;0.0;1191888
828;P-40107;FISPOLY40, P-40107;4.5;5.45;4.5;OK_NETO;0.0;1191726
679;P-46901;FISPOLY40, P-46901;4.5;5.45;4.5;OK_NETO;0.0;1191887
626;P-50130;FISPOLY40, P-50130;4.5;5.45;4.5;OK_NETO;0.0;1191785
929;P-46902;FISPOLY40, P-46902;4.5;5.45;4.5;OK_NETO;0.0;1191886
861;P-50126;FISPOLY40, P-50126;4.5;5.45;4.5;OK_NETO;0.0;1191784
678;P-60113;FISPOLY40, P-60113;4.5;5.45;4.5;OK_NETO;0.0;1191885
625;P-60130;FISPOLY40, P-60130;4.5;5.45;4.5;OK_NETO;0.0;1191783
677;P-46900;FISPOLY40, P-46900;4.5;5.45;4.5;OK_NETO;0.0;1191884
860;P-50124;FISPOLY40, P-50124;4.5;5.45;4.5;OK_NETO;0.0;1191782
928;P-60134;FISPOLY40, P-60134;4.5;5.45;4.5;OK_NETO;0.0;1191883
676;P-16931;FISPOLY40, P-16931;4.5;5.45;4.5;OK_NETO;0.0;1191882
859;P-16933;FISPOLY40, P-16933;4.5;5.45;4.5;OK_NETO;0.0;1191781
927;P-60122;FISPOLY40, P-60122;4.5;5.45;4.5;OK_NETO;0.0;1191881
624;P-50160;FISPOLY40, P-50160;4.5;5.45;4.5;OK_NETO;0.0;1191780
926;P-40129;FISPOLY40, P-40129;4.5;5.45;4.5;OK_NETO;0.0;1191880
858;P-50111;FISPOLY40, P-50111;4.5;5.45;4.5;OK_NETO;0.0;1191779
675;P-60121;FISPOLY40, P-60121;4.5;5.45;4.5;OK_NETO;0.0;1191879
623;P-56064;FISPOLY40, P-56064;4.5;5.45;4.5;OK_NETO;0.0;1191778
925;P-60118;FISPOLY40, P-60118;4.5;5.45;4.5;OK_NETO;0.0;1191878
621;P-50120;FISPOLY40, P-50120;4.5;5.45;4.5;OK_NETO;0.0;1191777
619;P-50152;FISPOLY40, P-50152;4.5;5.45;4.5;OK_NETO;0.0;1191776
674;P-60116;FISPOLY40, P-60116;4.5;5.45;4.5;OK_NETO;0.0;1191877
924;P-60104;FISPOLY40, P-60104;4.5;5.45;4.5;OK_NETO;0.0;1191876
857;P-50138;FISPOLY40, P-50138;4.5;5.45;4.5;OK_NETO;0.0;1191775
962;P-60137;FISPOLY40, P-60137;4.5;5.45;4.5;OK_NETO;0.0;1191935
856;P-50141;FISPOLY40, P-50141;4.5;5.45;4.5;OK_NETO;0.0;1191774
702;P-90103;FISPOLY40, P-90103;4.5;5.45;4.5;OK_NETO;0.0;1191934
618;P-50127;FISPOLY40, P-50127;4.5;5.45;4.5;OK_NETO;0.0;1191773
983;P-80129;FISPOLY40,P-80129;4.5;5.45;4.5;OK_NETO;0.0;1191933
617;P-20129;FISPOLY40, P-20129;4.5;5.45;4.5;OK_NETO;0.0;1191772
701;P-46888;FISPOLY40, P-46888;4.5;5.45;4.5;OK_NETO;0.0;1191932
855;P-56061;FISPOLY40, P-56061;4.5;5.45;4.5;OK_NETO;0.0;1191771
961;P-80119;FISPOLY40, P-80119;4.5;5.45;4.5;OK_NETO;0.0;1191931
616;P-50122;FISPOLY40, P-50122;4.5;5.45;4.5;OK_NETO;0.0;1191770
960;P-80145;FISPOLY40, P-80145;4.5;5.45;4.5;OK_NETO;0.0;1191930
854;P-56063;FISPOLY40, P-56063;4.5;5.45;4.5;OK_NETO;0.0;1191769
959;P-40113;FISPOLY40, P-40113;4.5;5.45;4.5;OK_NETO;0.0;1191929
982;P-50139;FISPOLY40,P-50139;4.5;5.45;4.5;OK_NETO;0.0;1191768
958;P-40127;FISPOLY40, P-40127;4.5;5.45;4.5;OK_NETO;0.0;1191928
853;P-50161;FISPOLY40, P-50161;4.5;5.45;4.5;OK_NETO;0.0;1191767
957;P-80109;FISPOLY40, P-80109;4.5;5.45;4.5;OK_NETO;0.0;1191927
615;P-50144;FISPOLY40, P-50144;4.5;5.45;4.5;OK_NETO;0.0;1191766
700;P-40128;FISPOLY40, P-40128;4.5;5.45;4.5;OK_NETO;0.0;1191926
852;P-50151;FISPOLY40, P-50151;4.5;5.45;4.5;OK_NETO;0.0;1191765
851;P-50104;FISPOLY40, P-50104;4.5;5.45;4.5;OK_NETO;0.0;1191764
956;P-40100;FISPOLY40, P-40100;4.5;5.45;4.5;OK_NETO;0.0;1191925
955;P-40105;FISPOLY40, P-40105;4.5;5.45;4.5;OK_NETO;0.0;1191924
