ID producto;Referencia interna;Nombre;Origen;Stock;Pedidos;Accion recomendada
3457;ROTARY HOOK COVER RETAINING SPRING;ROTARY HOOK COVER RETAINING SPRING;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3425;S080 094094; BOBINA DEL ABREDISCOS DE LA DK 524 ;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3291;S080 627037;PORTA AGUJA DK 524;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3409;S080 651330;DIENTE ZIGZAG (10 MM) DK 52X, GBZZ568;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3430;S080 818711;RESORTE DK ;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3280;SS-1;BARRA DE AGUJA SINSIM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3289;SS-10;GOMA BARRA AGUJA SINSIM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3281;SS-2;TACO SALTO PUNTADA SINSIM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3282;SS-3;PRENSATELA SINSIM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3283;SS-4;CAJA BOBINA SINSIM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3284;SS-5;PLACA DE AGUJA SINSIM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3285;SS-6;NUDO PRENSATELA SINSIM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3286;SS-7;MUELLE BARRA AGUJA SINSIM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3287;SS-8;MUELLE SINSIM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3288;SS-9;NUDO BARRA AGUJA SINSIM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3196;ST-M0404-HA360;"MIGHTYHOOP 4"" X 4"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3193;ST-M0413-HA500;"MIGHTYHOOP 4"" X 12,75"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3204;ST-M0505-W;"""MARCO"" MIGHTYHOOP 5,5"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3194;ST-M0608-HA360;"MIGHTYHOOP 6"" X 8"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3191;ST-M0803-HA360;"MIGHTYHOOP 7,75"" X 2,75"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3231;ST-M0809-HA360;"MIGHTYHOOP 8,5 X 9"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3190;ST-M0813-HA500;"MIGHTYHOOP 8 X 13"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3230;ST-M0905-HA360;"MIGHTYHOOP 8,7 X 4,9"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3228;ST-M1010;"""MARCO"" MIGHTYHOOP 10"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3226;ST-M1212-HA500;"MIDGHTYHOOP 12 X 12"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3220;ST-M1304-HA500;"MIGHTYHOOP 12,6"" X 3,9"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3192;ST-M1316-HA500;"MIGHTYHOOP 12,5"" X 15,5"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3227;ST-M1716-HA500;"MIGHTYHOOP 17 X 16""";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3195;ST-M6565-HA360;"MIGHTYHOOP 6,5"" X 6,5"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3221;ST-M7272-HA500;"MIGHTYHOOP 7,25"" ECO";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3435;STAD03004;TORNILLO PLACA REFUERZO BASTIDOR GORRAS HCS;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3244;TA-910800600T00;TACO SALTO (RECIPROCADOR) TAJIMA TMFX/TFGN;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3224;TA-9A0802400012;"EXCENTRICO PARTIDO  PRENSATELAS (M) TAJIMA:
(TFMX, TFMXII, TFGN,)";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3223;TA-9A0802500000;"EXCENTRICO PARTIDO  PRENSATELAS (F1) TAJIMA:
(TFHX, TMFD, TFGN, TMLH-MIX, TMLHII-MIX Y TCMX-MIX)";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3266;TOR.PLA;TORNILLO PLACA AGUJA HAPPY Y OTRAS;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3443;TRAB/DESP/BORD;TRABAJOS REPARACIÓN//DESPLAZAMIENTO DE MÁQUINAS BORDAR INDUSTRIALES;import reciente;0.0;12;REVISAR: enlazar manualmente o archivar si no esta en WC
3444;TRABAJOSAPAR;TRABAJOS EN APARADO;import reciente;0.0;45;REVISAR: enlazar manualmente o archivar si no esta en WC
3445;TRABAJOSBORD;TRABAJOS REALIZADOS EN MÁQUINAS DE BORDAR INDUSTRIALES;import reciente;0.0;3;REVISAR: enlazar manualmente o archivar si no esta en WC
3446;TRABCLIENT;TRABAJOS EN CLIENTE;import reciente;0.0;6;REVISAR: enlazar manualmente o archivar si no esta en WC
3365;[GBB27-100RG];AGUJAS B27-100RG;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3363;[GBB27-90RG];AGUJAS B27-90RG;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3213;hcd29582;"FRONT PANEL COVER 7"" HAPPY";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3214;hcd29590;"REAR COVER PANEL 7"" HAPPY";import reciente;0.0;0;ARCHIVAR o unificar (duplicado)
3202;;ARO CON TORNILLO BASTIDOR 12CM;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3215;;CUCHILLA REFINAR 3,5;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3216;;GRIFO BIDÓN ACEITE 50L;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3218;;CAMBIO COLOR MODERNO TAJIMA;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3236;;PRENSATELA 9,2CM TAJIMA TFMX-TCMX;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3238;;hcuy;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3239;;muelle freno canilla;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3270;;*DE1141014A*;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3271;;DE1141014A*;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3332;;PLACA ELECTRONICA ON/OFF CABEZAL HCR2;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3340;;PORTES CTT;import reciente;0.0;20;REVISAR: enlazar manualmente o archivar si no esta en WC
3341;;PICAJE ALL YOURS;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3343;;conos varios;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3352;;POLY1761;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3353;;ORO 4007;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3354;;PLATA 4011;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3355;;POLY1767;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3358;;PICAJE GLO&BEAUTY;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3360;;COLOR 1843;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3361;;ALBARÁN 024701;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3362;;[GBB27-90RG] AGUJAS B27-80RG;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3364;;[GBB27-90RG] AGUJAS B27-100RG;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3366;;AGUJAS 134S-80;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3369;;PORTS CTT;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3370;;TRABAJOS;import reciente;0.0;9;REVISAR: enlazar manualmente o archivar si no esta en WC
3374;;CORREA REDUCTORA X ZSK;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3375;;CORREA PATIN X ZSK;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3377;;TRABAJOS EN CLIENTE;import reciente;0.0;12;REVISAR: enlazar manualmente o archivar si no esta en WC
3378;;ENCODER MAQUINA DE TOLDOS TENDAL;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3381;;SOLENOIDE PICKER TAJIMA TMFX5;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3382;;PORTES DHL;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3383;;LTB1988;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3384;;LTB1918;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3385;;LTB1866;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3386;;LTB1673;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3387;;PICAJE MESVIAL;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3388;;PICAJE DATALOGIC;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3389;;PICAJE OVILLO;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3390;;PICAJE CHEF;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3391;;DIENTE CH8B;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3392;;PICAJE ANABEL;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3395;;HILO LTB;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3398;;Accesorios;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3399;;hcdu13011;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3401;;KIT INICIO BORDADO;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3402;;MÁQUINA DURKOPP ADLER 888-160122M;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3403;;91-011165-04/3.0 3;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3405;;muestras de entretelas;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3406;;TRABAJOS REALIZADOS;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3408;;NOTA;import reciente;0.0;2;REVISAR: enlazar manualmente o archivar si no esta en WC
3410;;nylon;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3411;;nylon negro;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3414;;CADENA CINTA ARRASTRE;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3415;;TRABAJOS REALIZADOS;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3419;;CUCHILLA FIJA DK 265;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3421;;CUCHILLA MOVIL DK 265;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3422;;RESORTE DK;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3423;;LEAF SPRING DK;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3436;;TRABAJOS EN APARADO;import reciente;0.0;3;REVISAR: enlazar manualmente o archivar si no esta en WC
3437;;TRABAJOAPA;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3438;;KM SL-10 MAQUINA DE CORTE VERTICAL;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3440;;RIBETEADOR INCLINADO 22X6;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3441;;CUCHILLA HCS3;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3442;;TIH;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3450;;REPARAR POSICIONADOR GORRAS;import reciente;0.0;2;REVISAR: enlazar manualmente o archivar si no esta en WC
3452;;Sincro motor;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3453;;TORNILLO SUJECCIÓN PLATO MAQ. AUTÓMATA;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3461;;TORNILLO SOPORTE CUCHILLA DK 888;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3462;;GOMA TOPE SOLENOIDE ALZAPATAS;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3463;;MANGUERA 5 HILOS;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3464;;HACER EJE 16 ROSCADO;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3465;;PLANTILLAS ROSCADAS AJUSTADOR BOQUILLA Y CUCHILLA SAGITTA;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3466;;AFILAR CUCHILLA SAGITTA;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3467;;PUENTE RECTIFICADOR VIA VOLONTE;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3468;;RIBETEADOR DE 19X5,5 VIVO ITALIANO PLANTA;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3469;;AJUSTADOR PALANCA RODILLERA;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3470;;TRABAJOS EN CAMBIO DE BIELA Y AJUSTE MAQUINA PF 491;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3473;;DESCUENTO PEDIDDO #192266;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3478;;PRISMA AUTO 40X60;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3588;;PLACA ELECTRONICA ON/OFF CABEZAL HCR2 (copia);import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3591;;SINSIM PEC-1202  (copia);import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3592;;LTB 1938;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3593;;FUNDA PLANCHA;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3594;;RACOR UNION 6mm;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3595;;garfio dk 888;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3596;;ARO GOMA RODETA PARA MAQUINA DE CARGAR;import reciente;0.0;2;REVISAR: enlazar manualmente o archivar si no esta en WC
3597;;RODETA ABATIBLE;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3598;;PLANTILLA SOPORTE PRESILLA TTY;import reciente;0.0;2;REVISAR: enlazar manualmente o archivar si no esta en WC
3599;;MUELLE PRESILLA TTY;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3600;;RIBETEADOR DE 17X4 CON PUENTE TRASERO Y PASE CANUTILLO;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3601;;RIBETEADOR 20X6;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3602;;134R;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3603;;Anticipo;import reciente;0.0;1;REVISAR: enlazar manualmente o archivar si no esta en WC
3604;;LTB1866;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3605;;DESPLAZAMIENTO A CLIENTE;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
3606;;0888 22743;import reciente;0.0;0;REVISAR: enlazar manualmente o archivar si no esta en WC
