norm_name;archive_id;archive_code;archive_name;keep_ids;keep_names;rule;status
ENTRETELA BASE DE ARRANCAR, 70 GRAMOS;2501;BASE-70WL;70WL BLANCA ENTRETELA BASE DE ARRANCAR, 70 GRAMOS. (1m X 100m);3507;ENTRETELA BASE DE ARRANCAR, 70 GRAMOS;conservar WC, archivar legacy;ARCHIVE
ENTRETELA BASE DE ARRANCAR, 70 GRAMOS;2951;BASE-70WL BLK;70WL NEGRA ENTRETELA BASE DE ARRANCAR. 70 GRAMOS (1M X 100M);3507;ENTRETELA BASE DE ARRANCAR, 70 GRAMOS;conservar WC, archivar legacy;ARCHIVE
