Categoria;Accion recomendada;Prioridad;ID Odoo;ID WooCommerce;Referencia interna;SKU WC;Nombre;Enlazado WC;Origen;Stock;Pedidos;Variantes;Tipo producto Odoo;Producto relacionado ID;Producto relacionado nombre;Causa / motivo;Notas
WC SIN ENLAZAR;CORREGIR Y REIMPORTAR;ALTA;;393709;;ST-M0803-HA360;"MIGHTYHOOP 7,75&quot; X 2,75&quot; ECO";NO;;;;;;;;SKU duplicado en Odoo;Duplicados Odoo con mismo SKU: 2. IDs: 1719, 3191
WC SIN ENLAZAR;CORREGIR Y REIMPORTAR;ALTA;;393466;;ST-M0813-HA500;"MIGHTYHOOP 8 X 13&quot; ECO";NO;;;;;;;;SKU duplicado en Odoo;Duplicados Odoo con mismo SKU: 2. IDs: 1716, 3190
WC SIN ENLAZAR;CORREGIR Y REIMPORTAR;ALTA;;1191141;;ST-M0809-HA360;"MIGHTYHOOP 8,5 X 9"" ECO";NO;;;;;;;;SKU duplicado en Odoo;Duplicados Odoo con mismo SKU: 2. IDs: 2991, 3231
WC SIN ENLAZAR;CORREGIR Y REIMPORTAR;ALTA;;1189918;;;PLÁSTICO HIDROSOLUBLE;NO;;;;;;;;SKU vacio en WooCommerce;Duplicados Odoo con mismo SKU: 0. IDs: N/A
WC SIN ENLAZAR;CORREGIR Y REIMPORTAR;ALTA;;1189943;;;PRO-NYLON PARA EL BORDADO;NO;;;;;;;;SKU vacio en WooCommerce;Duplicados Odoo con mismo SKU: 0. IDs: N/A
WC SIN ENLAZAR;CORREGIR Y REIMPORTAR;ALTA;;329538;;;RASOTEX;NO;;;;;;;;SKU vacio en WooCommerce;Duplicados Odoo con mismo SKU: 0. IDs: N/A
WC SIN ENLAZAR;CORREGIR Y REIMPORTAR;ALTA;;1190016;;ST-M1716-HA500;ST-M1716-HA500;NO;;;;;;;;SKU duplicado en Odoo;Duplicados Odoo con mismo SKU: 2. IDs: 2949, 3227
WC SIN ENLAZAR;CORREGIR Y REIMPORTAR;ALTA;;1192087;;;TACO SALTO (RECIPROCADOR) TAJIMA TMFX/TFGN;NO;;;;;;;;SKU vacio en WooCommerce;Duplicados Odoo con mismo SKU: 0. IDs: N/A
WC SIN ENLAZAR;CORREGIR Y REIMPORTAR;ALTA;;1189796;;;VELCRO 107;NO;;;;;;;;SKU vacio en WooCommerce;Duplicados Odoo con mismo SKU: 0. IDs: N/A
WC ENLAZADO OK;NO TOCAR;-;467;7945;ESD-E4;ESD-E4;Software Wilcom EmbROIDERY Studio e4 Designing;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;468;7947;DC-E4;DC-E4;SOFTWARE WILCOM DECORATING e4;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;469;7948;ENTRETELA 506RG;ENTRETELA 506RG;ENTRETELA PAPEL 50 GRAMOS;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;470;7950;ENTRETELA 504RG;ENTRETELA 504RG;ENTRETELA PAPEL 36 GRAMOS;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3488;7952;ENTRETELA 508RG;ENTRETELA 508RG;ENTRETELA PAPEL 60 GRAMOS;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;472;7954;TS2025;TS2025;ENTRETELA VISCOSA SUAVE, 25 GRAMOS;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3486;7956;TS2055;TS2055;ENTRETELA BLANCA DE VISCOSA SUAVE, 55 GRAMOS;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;474;7958;TS2080;TS2080;ENTRETELA VISCOSA SUAVE, 80 GRAMOS;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;475;7960;TS20100;TS20100;ENTRETELA VISCOSA SUAVE, 100 GRAMOS;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;476;7962;BASE100BLANCA;BASE100BLANCA;ENTRETELA BLANCA BASE 100;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3484;7964;BASE70BLANCA;BASE70BLANCA;ENTRETELA BASE 70 BLANCA;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;478;7966;BASE50BLANCA;BASE50BLANCA;ENTRETELA BLANCA BASE 50;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;481;7972;SILVASS;SILVASS LUBRICANTE;SILVASS;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;482;7974;TAKTER 650;TAKTER 650;TAKTER 650 ADHESIVO;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;483;7976;TAKTER 800;TAKTER 800;TAKTER 800 ADHESIVO;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;484;7978;SILICONE EXTRA;SILICONE EXTRA;SILICONE EXTRA SILICONA;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3241;7980;PULIMAK 1;PULIMAK 1;PULIMAK 1 LIMPIADOR DE TEJIDOS;SI;WC;;;1;consu;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;485;7982;DETER 100;DETER 100;DETER 100 LIMPIADOR MAQUINARIA;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;486;7984;PULITEX;PULITEX;PULITEX SPRAY 3 FUNCIONES;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;489;7988;P-80113;P-80113;FISPOLY40, P-80113;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;490;7990;P-10200;P-10200;FISPOLY40, P-10200;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;491;7992;P-26793;P-26793;FISPOLY40, P-26793;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;492;7994;P-36640;P-36640;FISPOLY40, P-36640;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;493;7996;P-36703;P-36703;FISPOLY40, P-36703;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;494;7998;P-40104;P-40104;FISPOLY40, P-40104;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;495;8000;P-40116;P-40116;FISPOLY40, P-40116;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;496;8002;P-40135;P-40135;FISPOLY40, P-40135;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;497;8004;P-50123;P-50123;FISPOLY40, P-50123;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;498;8006;P-56051;P-56051;FISPOLY40, P-56051;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;499;8008;P-56404;P-56404;FISPOLY40, P-56404;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;500;8010;P-70107;P-70107;FISPOLY40, P-70107;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;501;8012;P-70153;P-70153;FISPOLY40, P-70153;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;502;8014;P-70154;P-70154;FISPOLY40, P-70154;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;503;8016;P-70164;P-70164;FISPOLY40, P-70164;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;504;8018;P-80103;P-80103;FISPOLY40, P-80103;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3506;8021;P-BEYAZ (BLANCO);P-BEYAZ (BLANCO);FISPOLY40, BEYAZ (BLANCO);SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;507;8023;P-10102;P-10102;FISPOLY40, P-10102;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;508;8025;P-26788;P-26788;FISPOLY40, P-26788;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;509;8027;P-30100;P-30100;FISPOLY40, P-30100;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;510;8029;P-30111;P-30111;FISPOLY40, P-30111;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;511;8031;P-30112;P-30112;FISPOLY40, P-30112;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;512;8033;P-30176;P-30176;FISPOLY40, P-30176;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;513;8035;P-36701;P-36701;FISPOLY40, P-36701;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;514;8037;P-46487;P-46487;FISPOLY40, P-46487;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;515;8039;P-46498;P-46498;FISPOLY40, P-46498;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;516;8041;P-46887;P-46887;FISPOLY40, P-46887;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;517;8043;P-46891;P-46891;FISPOLY40, P-46891;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;518;8045;P-46896;P-46896;FISPOLY40, P-46896;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;519;8047;P-50142;P-50142;FISPOLY40, P-50142;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;520;8049;P-50153;P-50153;FISPOLY40, P-50153;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;521;8051;P-56065;P-56065;FISPOLY40, P-56065;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;522;8053;P-60120;P-60120;FISPOLY40, P-60120;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;523;8055;P-70101;P-70101;FISPOLY40, P-70101;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;524;8057;P-70102;P-70102;FISPOLY40, P-70102;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;525;8059;P-70155;P-70155;FISPOLY40, P-70155;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;526;8061;P-90104;P-90104;FISPOLY40, P-90104;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3490;8063;P-SIYAH (NEGRO);P-SIYAH (NEGRO);FISPOLY40, SIYAH (NEGRO);SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;528;8065;P-16934;P-16934;FISPOLY40, P-16934;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;529;8067;P-20148;P-20148;FISPOLY40, P-20148;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;530;8069;P-30116;P-30116;FISPOLY40, P-30116;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;531;8071;P-30183;P-30183;FISPOLY40, P-30183;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;532;8073;P-40109;P-40109;FISPOLY40, P-40109;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;533;8075;P-66409;P-66409;FISPOLY40, P-66409;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;534;8077;P-70140;P-70140;FISPOLY40, P-70140;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;535;8079;P-70100;P-70100;FISPOLY40, P-70100;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;536;8081;P-30147;P-30147;FISPOLY40, P-30147;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;537;8083;P-40112;P-40112;FISPOLY40, P-40112;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;538;8085;P-10105;P-10105;FISPOLY40, P-10105;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;544;8091;P-10103;P-10103;FISPOLY40, P-10103;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;546;8093;P-10116;P-10116;FISPOLY40, P-10116;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;547;8095;P-50134;P-50134;FISPOLY40, P-50134;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;548;8097;P-10157;P-10157;FISPOLY40, P-10157;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;549;8098;P-20126;P-20126;FISPOLY40, P-20126;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;553;8103;P-10153;P-10153;FISPOLY40, P-10153;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;554;8105;P-20120;P-20120;FISPOLY40, P-20120;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;555;8107;P-26797;P-26797;FISPOLY40, P-26797;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;564;8117;P-20130;P-20130;FISPOLY40, P-20130;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;565;8119;P-5644;P-5644;FISPOLY40, P-5644;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;566;8121;P-56405;P-56405;FISPOLY40, P-56405;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;567;8123;P-56413;P-56413;FISPOLY40, P-56413;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;569;8126;P-46499;P-46499;FISPOLY40, P-46499;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;571;8129;P-56402;P-56402;FISPOLY40, P-56402;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;578;8139;P-40136;P-40136;FISPOLY40, P-40136;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;584;8146;P-80147;P-80147;FISPOLY40, P-80147;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;595;8158;P-80133;P-80133;FISPOLY40, P-80133;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;597;8161;P-80120;P-80120;FISPOLY40, P-80120;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;599;8164;P-80134;P-80134;FISPOLY40, P-80134;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;603;8169;P-56046;P-56046;FISPOLY40, P-56046;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;605;8172;P-56053;P-56053;FISPOLY40, P-56053;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;606;8174;P-10144;P-10144;FISPOLY40, P-10144;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;608;8177;P-56037;P-56037;FISPOLY40, P-56037;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;611;8181;P-10154;P-10154;FISPOLY40, P-10154;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;613;8184;P-56038;P-56038;FISPOLY40, P-56038;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;620;8186;P-50279;P-50279;FISPOLY40, P-50279;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;622;8188;P-60138;P-60138;FISPOLY40, P-60138;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;628;8190;P-60125;P-60125;FISPOLY40, P-60125;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;635;8192;P-20114;P-20114;FISPOLY40, P-20114;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;636;8194;P-56047;P-56047;FISPOLY40, P-56047;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;637;8196;P-50106;P-50106;FISPOLY40, P-50106;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;639;8198;P-50158;P-50158;FISPOLY40, P-50158;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;640;8200;P-50149;P-50149;FISPOLY40, P-50149;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;643;8202;P-50136;P-50136;FISPOLY40, P-50136;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;651;8204;P-46600;P-46600;FISPOLY40, P-46600;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;652;8206;P-70267;P-70267;FISPOLY40, P-70267;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;654;8208;P-70113;P-70113;FISPOLY40, P-70113;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;657;8210;P-70136;P-70136;FISPOLY40, P-70136;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;658;8212;P-70160;P-70160;FISPOLY40, P-70160;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;663;8217;P-70134;P-70134;FISPOLY40, P-70134;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;665;8220;P-70142;P-70142;FISPOLY40, P-70142;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;668;8224;P-70159;P-70159;FISPOLY40, P-70159;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;670;8227;P-70104;P-70104;FISPOLY40, P-70104;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;672;8230;P-36634;P-36634;FISPOLY40, P-36634;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;687;8239;P-80118;P-80118;FISPOLY40, P-80118;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;688;8241;P-70146;P-70146;FISPOLY40, P-70146;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;689;8243;P-80132;P-80132;FISPOLY40, P-80132;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;691;8245;P-80121;P-80121;FISPOLY40, P-80121;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;692;8247;P-70120;P-70120;FISPOLY40, P-70120;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;694;8249;P-70147;P-70147;FISPOLY40, P-70147;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;696;8251;P-80116;P-80116;FISPOLY40, P-80116;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;697;8253;P-80148;P-80148;FISPOLY40, P-80148;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;699;8255;P-80108;P-80108;FISPOLY40, P-80108;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;703;8257;P-80143;P-80143;FISPOLY40, P-80143;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;704;8259;P-60101;P-60101;FISPOLY40, P-60101;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;705;8261;P-46890;P-46890;FISPOLY40, P-46890;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;708;8263;P-90102;P-90102;FISPOLY40, P-90102;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
